@RELATION svm_screams_nonscream
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {explosion,non_explosion}

@DATA
0.137589,0.007510,3.117127,0.269125,0.258147,1.475389,0.004438,0.281583,-27.361490,1.399385,-0.685694,0.275620,0.318637,-0.022630,0.116468,0.289064,0.001693,0.004183,0.024822,0.172761,0.029258,0.009238,0.004934,0.047707,0.011834,0.017306,0.007098,0.062863,0.003784,0.004922,0.006539,0.021969,0.006575,0.021622,0.000355,0.000001,0.011073,0.000181,-0.000104,0.003553,0.000064,0.001542,0.007259,-0.003063,-0.002294,0.000539,-0.002066,-0.003216,0.005278,0.001595,0.000374,-0.004406,-0.005369,-0.000040,-0.000053,0.000008,-0.000001,0.000064,0.000045,-0.000125,-0.000001,0.000359,-0.000036,-0.000076,0.000082,-0.000336,-0.000087,0.000086,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,non_explosion
0.074296,0.005194,2.994148,0.196807,0.234816,0.653791,0.017907,0.097156,-33.797472,2.049643,-0.375307,0.385349,0.317397,-0.022399,-0.017640,0.048270,-0.076738,0.114774,-0.004015,0.049264,-0.131730,0.008290,0.003513,0.030777,0.008427,0.008339,0.005402,0.080007,0.002912,0.004711,0.015469,0.064951,0.002878,0.034978,-0.000203,0.000000,0.006851,-0.000497,-0.000130,-0.007663,0.000014,-0.002016,0.013591,0.001815,-0.003726,-0.001725,0.001063,0.001296,-0.000360,-0.000531,0.000946,0.002699,0.000264,0.000463,-0.000616,-0.000104,-0.000029,-0.000284,-0.000046,-0.000053,-0.000044,-0.000483,-0.000007,-0.000009,0.000020,0.000520,-0.000011,0.000050,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,non_explosion
0.062540,0.031361,2.978651,0.193475,0.236183,0.445002,0.023632,0.082348,-31.820324,2.508869,0.604114,0.354914,0.075748,-0.066497,-0.238567,-0.062303,-0.298043,-0.254717,-0.381631,-0.233441,-0.227308,0.090292,0.001468,0.055076,0.020917,0.041161,0.005508,0.034492,0.000845,0.001679,0.005813,0.034666,0.001827,0.047375,0.000607,0.000000,0.016604,-0.001664,-0.000264,-0.030334,0.000794,-0.007045,0.038151,0.018234,0.008021,0.010682,0.009614,-0.007652,-0.016769,-0.016369,-0.015303,-0.022420,-0.020565,-0.016407,-0.010635,0.002351,-0.000081,-0.000501,0.003231,0.001192,-0.000224,-0.002471,-0.000073,-0.000158,-0.000545,-0.000366,-0.000053,0.000385,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,non_explosion
0.136796,0.001653,2.966204,0.265199,0.254216,1.163080,0.007505,0.251412,-35.453776,1.724599,0.181111,0.386517,0.280072,0.141003,0.066601,0.220506,0.057397,0.070354,-0.043719,0.211782,0.003311,0.006755,0.003366,0.054130,0.006427,0.025331,0.008769,0.081910,0.001181,0.002905,0.011866,0.032040,0.003250,0.030388,-0.000052,-0.000000,0.003755,0.000059,0.000237,-0.001419,0.000027,-0.000809,-0.000787,0.008605,-0.006055,-0.001495,-0.001216,-0.001393,0.004143,-0.002444,-0.001254,-0.000570,0.003469,0.001070,0.002351,0.000008,0.000002,0.000291,0.000003,0.000083,0.000002,-0.000345,0.000011,0.000011,0.000023,-0.000169,0.000019,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,non_explosion
0.108496,0.007187,2.945770,0.240180,0.254671,0.770318,0.012623,0.173676,-33.537751,2.133421,0.468499,0.238540,0.147181,-0.022603,-0.041487,0.088814,0.029928,-0.004550,-0.039425,0.062764,-0.012637,0.005213,0.001812,0.024327,0.005216,0.013798,0.010268,0.090898,0.001056,0.007071,0.033596,0.043590,0.002175,0.034924,-0.000022,0.000000,0.001293,-0.000193,0.000229,-0.009357,0.000045,-0.001809,-0.003143,0.005184,-0.002201,-0.002800,-0.002995,-0.004272,-0.001151,0.002681,0.001515,-0.000687,0.001786,-0.000664,-0.001679,-0.000024,0.000004,0.000052,-0.000052,-0.000047,-0.000033,0.000222,-0.000016,-0.000021,-0.000067,0.000369,-0.000015,0.000115,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,non_explosion
0.119812,0.008157,3.085423,0.241165,0.234661,1.075714,0.010281,0.207302,-33.629873,1.215345,-0.081008,-0.216760,-0.013978,0.420564,-0.081471,0.278785,-0.272914,-0.339808,-0.273639,0.100439,0.137837,0.012889,0.003047,0.024495,0.011242,0.019731,0.007057,0.045029,0.001457,0.001911,0.008718,0.052363,0.002645,0.026739,-0.000258,0.000000,0.011939,-0.001617,-0.000605,-0.022447,0.000295,-0.006230,0.030933,0.000266,0.004909,-0.004026,-0.003866,0.007467,0.004523,0.007085,-0.001953,-0.013166,-0.004458,-0.000265,-0.001891,-0.000171,-0.000009,-0.000334,-0.000101,-0.000298,-0.000152,-0.000372,-0.000031,-0.000181,-0.000058,0.001792,-0.000190,0.000316,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,non_explosion
0.187546,0.004906,3.016766,0.303859,0.257237,1.268749,0.006273,0.300377,-33.167782,1.512231,0.150757,-0.202123,-0.105280,0.041723,0.015645,0.163654,-0.045177,0.009046,-0.032495,0.224149,-0.024794,0.004140,0.001624,0.022962,0.010984,0.016528,0.002868,0.050110,0.001593,0.010495,0.026999,0.027066,0.003695,0.021026,0.001464,0.000000,0.009695,-0.001099,-0.001291,-0.011538,0.000087,-0.003868,0.058728,-0.024879,-0.000539,0.002296,-0.006286,-0.004071,0.002458,-0.004762,0.002733,0.004898,-0.003843,0.014525,0.002911,-0.000237,-0.000087,-0.000157,-0.000091,-0.000193,-0.000020,-0.000333,-0.000075,-0.000000,0.001051,-0.000501,-0.000028,0.000104,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,non_explosion
0.080569,0.006913,2.881586,0.217769,0.249171,0.624534,0.014062,0.108672,-32.102527,1.934361,0.505620,0.060211,0.266447,0.073216,-0.091114,0.131435,-0.002988,-0.036689,-0.133726,0.014886,-0.037267,0.008277,0.003870,0.029723,0.004908,0.010949,0.006799,0.084735,0.001059,0.004105,0.018392,0.066321,0.003148,0.032695,0.001564,0.000000,0.037479,-0.000136,-0.000453,0.007569,0.000159,0.002422,0.064483,0.009848,0.008138,-0.016108,-0.005368,0.006369,0.009714,-0.001487,-0.001093,0.006628,0.003711,0.006921,-0.008154,-0.000006,0.000018,0.000682,-0.000078,0.000151,0.000144,-0.000082,0.000021,0.000041,0.000339,-0.001125,0.000169,-0.000153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,non_explosion
0.051439,0.020624,3.013478,0.191827,0.239887,0.319761,0.013927,0.048813,-31.400258,2.402306,0.267578,0.078009,0.013283,0.020749,-0.109369,0.217535,0.089880,0.089940,0.014247,0.100252,-0.016526,0.005680,0.000694,0.015911,0.003697,0.008880,0.001795,0.051787,0.000281,0.002862,0.051250,0.092491,0.001516,0.039019,0.001627,-0.000000,0.013027,0.001758,0.000251,0.021218,0.000232,0.003437,0.004620,-0.001801,0.002465,-0.003997,-0.010015,-0.013567,-0.014937,-0.002916,-0.005071,-0.001257,0.008289,0.010407,0.010285,0.000265,0.000011,-0.000013,0.000056,0.000325,0.000021,-0.002134,0.000016,0.000021,0.000232,-0.000450,0.000034,-0.000535,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,non_explosion
0.073634,0.014728,2.760597,0.202987,0.242083,0.609767,0.015603,0.119833,-31.766745,2.614981,0.581107,0.535129,0.232954,-0.029113,-0.114855,-0.005374,-0.016545,-0.103780,-0.160971,0.002128,-0.080533,0.026904,0.001269,0.052661,0.018909,0.026024,0.005472,0.065684,0.000499,0.002873,0.018987,0.052000,0.003244,0.032440,-0.000375,0.000000,0.032250,-0.003411,-0.000894,-0.038369,0.000075,-0.009583,0.058864,0.031614,0.020370,0.013221,-0.001132,-0.001443,-0.008459,-0.018070,-0.010687,-0.009225,-0.009894,-0.007019,-0.005801,0.001161,-0.000135,-0.001133,0.000002,-0.000589,-0.000004,-0.002885,-0.000066,-0.000052,0.000370,0.002193,-0.000190,-0.000160,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,non_explosion
0.070654,0.005790,2.990746,0.220221,0.263583,0.463140,0.018371,0.060896,-34.630273,2.099248,0.364105,0.411949,0.152944,-0.049123,-0.111768,-0.057120,-0.155383,-0.306726,-0.159814,0.072045,0.118035,0.006388,0.000868,0.035462,0.019966,0.031736,0.024316,0.088287,0.000504,0.001466,0.003849,0.066527,0.001651,0.040809,0.000732,0.000000,0.022869,-0.000011,0.000301,-0.010649,0.000405,-0.001321,0.007157,0.010330,0.005336,0.001241,-0.010059,0.000621,0.009997,-0.000666,0.003324,-0.007822,0.001121,-0.003112,0.005639,-0.000015,0.000001,-0.000519,0.000124,0.000658,-0.000039,0.000861,-0.000018,0.000016,-0.000038,-0.000244,-0.000012,0.000198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,non_explosion
0.168544,0.005892,2.934390,0.299809,0.259693,1.141016,0.008795,0.270746,-31.905499,1.321358,0.325475,0.312173,0.065630,0.095752,-0.036347,0.186293,0.098534,0.018697,-0.066101,-0.067113,-0.115427,0.014385,0.003671,0.033616,0.005526,0.012800,0.003744,0.085760,0.000942,0.002800,0.010597,0.045081,0.004166,0.032416,0.001449,0.000000,0.022289,-0.000322,-0.000435,0.004716,0.000058,0.000921,0.038947,-0.005068,0.004842,-0.001291,0.002353,0.010794,-0.001619,-0.005487,0.005814,0.001484,0.002557,-0.005785,-0.007624,-0.000032,-0.000028,-0.000699,-0.000018,0.000040,-0.000019,-0.000061,-0.000001,0.000047,0.000007,-0.000113,0.000005,-0.000038,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,non_explosion
0.143339,0.011031,2.924302,0.259673,0.253913,0.996225,0.013491,0.233819,-31.065032,2.248062,0.370667,0.464604,0.110359,0.096368,-0.058349,0.014155,0.064172,-0.030463,-0.120923,0.001972,-0.018765,0.010985,0.002331,0.035898,0.015110,0.014464,0.005831,0.076673,0.001076,0.006226,0.033832,0.032032,0.003163,0.028063,0.002816,0.000000,0.027546,0.000084,-0.000436,0.022657,0.000101,0.005069,0.046080,0.001532,0.002743,0.020101,0.011258,0.004509,-0.001472,-0.002827,0.002071,-0.001709,0.000121,-0.008408,0.003450,0.000209,-0.000030,0.000513,0.000435,0.000569,-0.000014,-0.002316,0.000020,0.000227,0.000035,-0.001274,0.000084,-0.000629,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,non_explosion
0.140560,0.007276,2.825724,0.285106,0.273303,1.097365,0.007537,0.255240,-30.097271,1.603955,0.715487,0.185156,0.181530,0.189346,-0.043477,0.196069,0.033130,-0.030281,-0.028952,0.034889,-0.011675,0.010882,0.001651,0.063993,0.006816,0.013923,0.004547,0.100683,0.000712,0.001990,0.010592,0.051769,0.002481,0.038939,-0.000265,0.000001,0.014478,-0.001228,0.000245,-0.025232,0.000204,-0.005385,-0.010950,0.016272,0.022373,0.006857,0.008910,0.002544,0.006226,0.007704,0.005222,-0.001250,-0.002471,0.001950,0.001851,0.000200,-0.000128,0.001441,-0.000377,-0.000031,-0.000263,-0.000261,-0.000006,-0.000064,0.000126,0.001691,-0.000035,0.000445,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,non_explosion
0.129721,0.005006,2.973874,0.245837,0.246518,1.170964,0.006552,0.201507,-34.577125,1.647286,-0.589766,0.189571,0.235674,0.006097,0.178903,-0.076806,0.108849,0.107921,-0.085591,0.090729,0.008157,0.007895,0.003476,0.026857,0.013550,0.009219,0.004760,0.066142,0.008948,0.009885,0.010437,0.039257,0.006839,0.023202,-0.000534,0.000000,0.015985,-0.000471,0.000196,-0.017668,0.000127,-0.002757,0.012059,0.006363,-0.007850,-0.000039,0.006961,-0.007859,0.006417,0.001167,-0.002756,0.005283,-0.004032,-0.000974,-0.000366,-0.000139,-0.000142,-0.000120,0.000012,-0.000100,-0.000009,-0.000956,-0.000009,-0.000051,0.000002,0.001271,-0.000033,0.000189,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,non_explosion
