@RELATION svm_screams_nonscream
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {screams,non_scream}

@DATA
0.126017,0.001902,3.059205,0.258132,0.265667,0.941898,0.008026,0.211828,-37.338134,1.996103,0.147795,0.115508,0.344217,0.247532,-0.155977,0.053703,-0.012713,-0.073624,-0.100637,-0.195615,-0.145757,0.006302,0.006385,0.031718,0.022587,0.019433,0.006513,0.074715,0.001327,0.013755,0.009617,0.034981,0.003206,0.028754,0.000305,-0.000000,0.010769,-0.001766,-0.000605,0.003483,-0.000049,-0.007906,0.012493,0.002351,0.002066,0.013331,0.004204,0.000110,0.006770,-0.005469,-0.010521,-0.001975,-0.001202,-0.010174,-0.003031,0.000235,-0.000080,0.000521,0.001044,0.001022,0.000108,0.000972,0.000074,0.000287,0.000085,-0.002321,-0.000087,-0.000196,0.060390,0.004320,0.200555,0.059115,0.016688,0.451517,0.005891,0.175823,1.571044,0.384067,0.309165,0.236342,0.184143,0.228626,0.177342,0.180829,0.171430,0.143088,0.130285,0.181833,0.178235,0.004194,0.006866,0.020128,0.019046,0.020837,0.006549,0.049199,0.001212,0.014832,0.011409,0.031153,0.002207,0.012853,0.069618,0.004512,0.248047,0.052132,0.016136,0.449551,0.006681,0.135717,1.254133,0.453444,0.331433,0.334138,0.247242,0.265802,0.255689,0.228130,0.206315,0.195244,0.189196,0.199606,0.214099,0.005058,0.009177,0.024939,0.027091,0.019158,0.009185,0.059950,0.001643,0.019209,0.015189,0.037281,0.002152,0.014937,non_scream
0.129493,0.007950,2.995250,0.275890,0.265513,1.246740,0.006947,0.270708,-31.133939,1.826918,0.355731,0.343328,0.268502,0.040979,0.021907,0.109842,0.082606,-0.094317,-0.029644,0.066291,0.017024,0.007831,0.001954,0.035636,0.007424,0.016435,0.009576,0.101427,0.001325,0.003439,0.024701,0.022634,0.004950,0.030389,0.002107,-0.000000,0.018408,0.000641,0.000112,0.014809,0.000024,0.005125,0.003011,-0.007943,-0.008121,0.007055,0.004782,0.001207,0.000431,-0.012251,-0.005359,-0.000165,0.006743,0.000002,-0.005747,-0.000138,-0.000080,-0.000137,0.000321,0.000210,0.000250,0.000533,0.000051,-0.000095,-0.000430,0.000024,0.000081,0.000085,0.071497,0.011461,0.352473,0.073903,0.021308,0.604902,0.005581,0.170794,1.690047,0.684121,0.498554,0.279410,0.237026,0.141507,0.153939,0.178424,0.155762,0.156435,0.168881,0.127304,0.139520,0.006497,0.001451,0.024537,0.004621,0.011238,0.008634,0.047882,0.001240,0.002763,0.021834,0.014663,0.003443,0.011949,0.067669,0.009471,0.469080,0.055471,0.021385,0.531475,0.005686,0.160016,1.206585,0.716033,0.599261,0.262753,0.267548,0.172521,0.187779,0.234497,0.222991,0.202944,0.238539,0.199064,0.199358,0.009355,0.001935,0.035327,0.006445,0.016021,0.011436,0.057511,0.001694,0.003991,0.026031,0.020209,0.004481,0.014134,non_scream
0.088523,0.009321,3.122411,0.229686,0.252941,0.785131,0.006931,0.164106,-32.924571,2.406477,0.096162,0.334274,0.132913,0.060106,0.019984,0.016243,0.025020,-0.092402,0.013690,0.095172,0.049691,0.008725,0.002235,0.019180,0.009898,0.061323,0.033442,0.082273,0.000667,0.004110,0.005331,0.018964,0.004992,0.032400,0.000473,-0.000000,0.022493,0.000072,0.000602,-0.012247,0.000024,-0.003662,0.009952,0.013613,-0.001215,-0.000628,-0.013446,-0.016978,-0.011760,-0.012835,-0.015428,-0.007021,-0.002572,0.007745,0.014255,0.000126,-0.000044,-0.001044,0.000415,-0.000227,0.003931,-0.001547,-0.000018,0.000080,-0.000038,-0.000181,-0.000106,0.000282,0.030674,0.010554,0.177789,0.044159,0.024099,0.265277,0.005837,0.081630,2.242263,0.417199,0.346220,0.213159,0.276246,0.196541,0.155713,0.150991,0.132004,0.153511,0.150614,0.139512,0.114173,0.006535,0.002129,0.015097,0.009639,0.037324,0.024150,0.041391,0.000480,0.003054,0.003262,0.012563,0.004486,0.008127,0.040144,0.006515,0.256030,0.051398,0.026604,0.359729,0.006446,0.088957,1.260256,0.492291,0.308997,0.259840,0.353194,0.249674,0.181053,0.244663,0.198317,0.232831,0.199480,0.192933,0.148340,0.008756,0.002660,0.018340,0.010180,0.035722,0.026217,0.055280,0.000583,0.004400,0.005107,0.015283,0.005943,0.011938,non_scream
0.134674,0.007232,2.963294,0.254494,0.251686,0.944177,0.010221,0.249557,-32.808366,2.289732,0.515264,0.105652,0.207437,0.026805,-0.016225,-0.006248,0.037910,0.021707,-0.074048,0.103398,-0.021975,0.006520,0.001696,0.020580,0.007243,0.017577,0.015807,0.079349,0.001950,0.008501,0.039278,0.022415,0.002984,0.028367,-0.000274,-0.000051,0.009223,-0.000486,0.000456,-0.016702,0.000048,-0.003550,-0.010408,0.022549,0.000064,0.003880,-0.004809,-0.005114,-0.004612,-0.005529,-0.004359,-0.004324,0.008956,-0.008156,0.003658,0.000029,-0.000010,0.000442,0.000073,0.000078,0.000417,0.000477,-0.000038,0.000068,0.000264,-0.000419,-0.000013,0.000116,0.096212,0.010289,0.419619,0.092684,0.037344,0.557386,0.008142,0.201384,3.089071,0.665279,0.535241,0.360168,0.332477,0.245044,0.208195,0.200792,0.159540,0.177729,0.186923,0.154652,0.138736,0.006054,0.001367,0.017071,0.006502,0.015539,0.015331,0.041412,0.002810,0.009421,0.031537,0.015214,0.003082,0.009819,0.079991,0.008915,0.541979,0.085099,0.031741,0.499003,0.009851,0.197606,2.007054,0.586325,0.553050,0.420542,0.342656,0.235021,0.281666,0.234991,0.202972,0.209804,0.219143,0.194171,0.182219,0.009206,0.001527,0.021007,0.008914,0.018357,0.019635,0.053925,0.003552,0.012194,0.038037,0.023526,0.003737,0.012647,non_scream
0.102083,0.005487,3.095891,0.220962,0.233268,0.969337,0.011118,0.172714,-35.021102,2.027309,-0.493567,0.144779,0.196554,0.007003,0.106047,0.008197,0.045872,0.021972,-0.019700,0.109977,-0.110281,0.014687,0.003791,0.019349,0.007186,0.018975,0.007251,0.046832,0.003387,0.006499,0.025680,0.040117,0.010070,0.024445,-0.000268,-0.000000,0.012444,0.000573,0.000251,0.006090,0.000002,0.000494,0.010769,-0.002650,-0.011228,-0.005017,-0.009868,-0.004766,-0.004574,0.003744,0.004606,-0.000848,0.001391,0.002554,-0.009100,0.000390,0.000083,-0.000423,-0.000763,-0.000329,0.000009,0.001543,-0.000027,0.000048,-0.000018,-0.001133,-0.000141,0.000248,0.028926,0.008488,0.299094,0.050830,0.023660,0.378387,0.009047,0.105815,2.490773,0.515410,0.507021,0.334498,0.251989,0.228422,0.167703,0.177675,0.169137,0.190682,0.181271,0.189980,0.175810,0.012190,0.003572,0.015543,0.005708,0.017701,0.010862,0.036480,0.005176,0.005406,0.024069,0.030298,0.009816,0.009037,0.031878,0.004655,0.366061,0.054204,0.025299,0.416900,0.009273,0.128741,1.124646,0.585050,0.430668,0.316008,0.246885,0.252080,0.196219,0.221028,0.224500,0.241372,0.226277,0.245629,0.199049,0.014353,0.004946,0.018978,0.008859,0.020385,0.013080,0.038902,0.006336,0.007316,0.028229,0.036792,0.010795,0.009958,non_scream
0.099314,0.007556,3.035198,0.225435,0.243038,0.892756,0.006713,0.172273,-34.074140,2.334068,-0.363227,0.238893,0.121834,-0.082426,-0.012449,0.110810,0.077933,-0.006426,0.059937,-0.039793,-0.010119,0.006033,0.002660,0.034513,0.010569,0.013984,0.004951,0.056658,0.009881,0.031769,0.030619,0.023656,0.003404,0.024910,0.000431,-0.000000,0.024361,-0.001114,-0.000412,-0.007926,0.000056,-0.002375,0.035723,0.011527,-0.006940,-0.003377,-0.000154,-0.004549,0.006354,0.009232,-0.001733,-0.004813,-0.004507,-0.009070,-0.004625,-0.000066,0.000037,0.000724,-0.000211,0.000097,0.000173,-0.001993,0.000499,-0.000479,-0.000026,-0.000067,-0.000155,-0.000471,0.031527,0.013333,0.363774,0.044895,0.025070,0.288966,0.006679,0.067823,2.769198,0.408443,0.454830,0.267488,0.275568,0.200632,0.244940,0.197347,0.166954,0.137728,0.164642,0.172750,0.148727,0.007529,0.001668,0.022183,0.008016,0.014421,0.003512,0.029893,0.008672,0.021863,0.019585,0.014949,0.002104,0.007613,0.044879,0.008307,0.429532,0.056269,0.023572,0.341180,0.007184,0.084793,1.504727,0.482370,0.522238,0.331792,0.401191,0.211706,0.251559,0.218879,0.244169,0.201792,0.195557,0.221709,0.197925,0.013136,0.001995,0.030542,0.012332,0.020103,0.005178,0.034728,0.013631,0.019656,0.022530,0.022740,0.003109,0.009629,non_scream
0.150348,0.003604,3.078073,0.268843,0.256773,1.230313,0.006324,0.265627,-34.385954,1.972137,0.341989,0.048926,0.182842,-0.006105,-0.018181,0.074622,0.027246,-0.004391,-0.098720,0.059087,-0.004639,0.015186,0.003163,0.037339,0.014008,0.035338,0.011706,0.073981,0.002548,0.003195,0.007762,0.022371,0.006453,0.026609,0.000673,-0.000000,0.010140,-0.000009,0.000148,-0.003067,0.000051,-0.001300,0.012784,0.006273,0.007568,0.006088,-0.000165,-0.005426,-0.003812,-0.004332,0.002003,0.000883,-0.000989,-0.004534,-0.008700,0.000870,0.000042,0.000445,0.000116,0.000299,0.000105,-0.000960,-0.000021,-0.000021,-0.000062,-0.000314,0.000220,-0.000169,0.094103,0.005458,0.314754,0.064672,0.020335,0.498022,0.004822,0.137627,1.920541,0.506643,0.438814,0.319803,0.204560,0.180430,0.158636,0.178324,0.148752,0.157847,0.166311,0.163058,0.188368,0.014905,0.003212,0.025073,0.011742,0.027955,0.010317,0.043515,0.002798,0.002096,0.006583,0.019431,0.004938,0.010905,0.055846,0.005992,0.397430,0.050703,0.017925,0.381470,0.006403,0.115229,1.280994,0.454585,0.340759,0.291666,0.237766,0.214943,0.221088,0.210269,0.175738,0.219486,0.206960,0.197312,0.245612,0.018371,0.004842,0.030946,0.016386,0.027555,0.012165,0.041220,0.003753,0.002634,0.009196,0.024500,0.006431,0.009476,non_scream
0.139390,0.003499,3.032836,0.265436,0.256315,1.130548,0.008870,0.273925,-33.919646,2.017910,0.364886,0.361255,0.182017,0.060904,0.030141,0.096907,0.113725,-0.020949,-0.064836,0.034412,-0.011248,0.012557,0.002109,0.027186,0.008403,0.023806,0.006513,0.073753,0.001142,0.004143,0.040475,0.028365,0.004360,0.031318,0.000331,0.000000,0.006272,-0.000017,0.000038,-0.002599,0.000020,-0.000661,0.000058,-0.002039,0.001319,0.003058,0.004720,0.001782,0.002471,0.004126,-0.000626,-0.000357,0.004223,0.002428,-0.000313,0.000006,-0.000056,0.000490,-0.000023,0.000134,-0.000027,0.000248,-0.000026,-0.000040,-0.000056,-0.000119,-0.000036,0.000122,0.089515,0.007272,0.379206,0.082673,0.031926,0.476680,0.009246,0.174320,2.528965,0.525280,0.395321,0.327334,0.220078,0.181742,0.175400,0.198133,0.179790,0.169999,0.175600,0.169356,0.169128,0.015001,0.001938,0.019185,0.006179,0.023752,0.006927,0.046459,0.001091,0.003412,0.034961,0.022061,0.003109,0.011228,0.082629,0.007047,0.518386,0.069474,0.030238,0.570708,0.012307,0.196436,1.721179,0.534122,0.418761,0.314682,0.256539,0.244879,0.232416,0.253863,0.224407,0.220663,0.209824,0.222775,0.227715,0.020216,0.002846,0.024428,0.007897,0.021487,0.008342,0.055711,0.001399,0.004407,0.026798,0.029369,0.003586,0.011763,non_scream
0.122452,0.010201,3.065343,0.255953,0.255857,1.127992,0.007887,0.242048,-33.345525,2.135159,-0.137855,0.135093,0.120550,-0.091721,0.012511,0.134264,0.131356,-0.028239,0.083592,0.166868,0.075061,0.005208,0.003245,0.033360,0.011062,0.014568,0.007101,0.072308,0.002163,0.011475,0.019825,0.023345,0.004771,0.024904,-0.000561,-0.000000,-0.008161,0.000355,0.000249,0.004624,0.000036,0.002615,-0.008609,0.009684,0.008272,-0.004223,-0.003952,-0.002289,0.006178,0.007505,0.006095,-0.007630,-0.005914,-0.004569,-0.003937,0.000083,0.000127,-0.000654,0.000067,0.000220,0.000073,-0.000321,-0.000031,-0.000030,-0.000334,0.000259,0.000075,-0.000196,0.058867,0.010864,0.352916,0.058045,0.024142,0.486203,0.008099,0.148091,1.759531,0.577720,0.387980,0.306650,0.234520,0.194296,0.185807,0.208053,0.159883,0.181670,0.183577,0.168155,0.142189,0.004900,0.003887,0.020157,0.009038,0.015541,0.007177,0.042568,0.002985,0.010607,0.016596,0.015486,0.003112,0.011104,0.046889,0.009890,0.412133,0.038578,0.020235,0.373383,0.006442,0.124988,0.921786,0.437664,0.394979,0.336540,0.260477,0.263934,0.226355,0.244849,0.221121,0.244279,0.241596,0.242469,0.196311,0.005234,0.004350,0.029099,0.012469,0.018966,0.011606,0.055604,0.003872,0.012826,0.023777,0.018286,0.003927,0.012985,non_scream
0.094587,0.010853,3.068309,0.257285,0.263361,0.913879,0.011322,0.205594,-33.147080,2.158870,0.316481,0.136875,0.086516,-0.083018,0.014338,0.195795,0.162095,-0.002150,-0.019617,0.050774,-0.097596,0.023305,0.002626,0.029506,0.008251,0.010929,0.003021,0.066752,0.001167,0.007143,0.041604,0.030442,0.009415,0.029087,0.002143,-0.000000,0.012986,0.000750,0.000531,0.000357,0.000019,-0.002719,0.005504,-0.001411,-0.010937,-0.004136,-0.003223,-0.006490,-0.004611,-0.002434,0.013432,0.006470,-0.000935,0.003411,-0.000505,-0.001268,-0.000083,-0.000622,-0.000129,0.000372,0.000042,0.000742,0.000135,0.001130,-0.000109,-0.000545,0.001392,-0.000267,0.059221,0.021533,0.242348,0.051355,0.018926,0.321829,0.008904,0.091230,2.456203,0.432202,0.439076,0.285759,0.209167,0.160743,0.168086,0.198983,0.170741,0.179394,0.165405,0.172069,0.163052,0.019296,0.002609,0.019811,0.006576,0.006504,0.002842,0.043922,0.001675,0.008049,0.026541,0.021864,0.007327,0.010839,0.055225,0.017134,0.313732,0.054886,0.021719,0.301702,0.009922,0.092762,1.506714,0.555253,0.413898,0.296964,0.270438,0.212613,0.223537,0.259161,0.217669,0.258724,0.214805,0.222995,0.198269,0.025129,0.003507,0.027306,0.008290,0.008444,0.004101,0.054685,0.002163,0.010259,0.037240,0.030471,0.010152,0.012811,non_scream
0.101502,0.004870,2.862676,0.244885,0.239015,1.054237,0.015268,0.253188,-32.430186,2.220453,0.145854,0.319111,0.290941,0.168558,0.025300,-0.018401,0.008070,-0.016328,-0.091469,0.124569,-0.101124,0.010854,0.002175,0.037004,0.012326,0.031171,0.010225,0.079622,0.003663,0.003727,0.016639,0.027548,0.004814,0.028275,0.001033,0.000000,0.024778,-0.002649,-0.000726,-0.034187,0.000132,-0.009625,0.079864,0.029756,0.000612,-0.013391,0.002858,0.015843,0.004282,-0.010305,-0.003977,0.003018,-0.007189,0.001776,0.000949,-0.000181,-0.000125,0.000266,0.000037,0.000119,0.000608,0.001226,-0.000066,-0.000014,0.000183,-0.000361,-0.000191,0.000317,0.075569,0.007220,0.513828,0.117320,0.049324,0.762151,0.019545,0.230488,2.622694,0.897211,0.709356,0.331666,0.295273,0.241653,0.201924,0.152858,0.209513,0.222433,0.154652,0.145750,0.152997,0.009988,0.002000,0.021970,0.009610,0.024951,0.012616,0.051197,0.005184,0.003165,0.013446,0.026918,0.004337,0.013264,0.066926,0.007302,0.640179,0.102458,0.039994,0.595874,0.016517,0.183596,1.950593,0.931779,0.736896,0.496171,0.370881,0.319763,0.285114,0.167915,0.242005,0.259264,0.199506,0.215910,0.174529,0.014391,0.002391,0.031843,0.014348,0.031366,0.017229,0.078988,0.006320,0.004112,0.015839,0.032634,0.004264,0.018392,non_scream
0.134950,0.004221,3.064231,0.266222,0.258149,1.184322,0.007255,0.265563,-33.936942,2.137114,-0.283195,0.160777,0.297446,0.039673,0.070738,0.019075,0.079209,-0.021542,-0.039705,0.063845,-0.134004,0.012958,0.002375,0.025387,0.015598,0.012205,0.004657,0.052982,0.001999,0.013844,0.032247,0.026860,0.004362,0.022577,0.000636,-0.000000,0.023712,-0.000282,0.000014,-0.002543,-0.000013,-0.001792,0.036436,0.014758,-0.010355,-0.012465,0.006334,0.014584,0.000311,-0.006559,-0.009581,-0.007094,0.006361,-0.001122,0.003683,0.000461,-0.000026,-0.002766,0.000273,-0.000351,0.000148,-0.002264,0.000037,-0.000745,0.002198,-0.000097,0.000020,-0.000818,0.090418,0.010363,0.263652,0.097266,0.033750,0.708632,0.006851,0.226753,3.643877,0.768342,0.459628,0.195006,0.223711,0.176704,0.149675,0.230708,0.187220,0.176194,0.224382,0.207212,0.181393,0.018716,0.002236,0.019625,0.012823,0.007311,0.003358,0.033696,0.001712,0.016788,0.033017,0.017438,0.004035,0.007561,0.074084,0.009363,0.349503,0.074989,0.030602,0.581526,0.007484,0.200353,2.088689,0.527557,0.495470,0.255040,0.302550,0.217730,0.229492,0.268404,0.273082,0.232756,0.273567,0.235560,0.238148,0.021203,0.003235,0.021668,0.017541,0.009448,0.004433,0.036564,0.002404,0.023734,0.035877,0.026498,0.005318,0.009723,non_scream
0.196201,0.008790,3.004514,0.326942,0.265575,1.338753,0.007928,0.334513,-32.171893,1.685859,0.156772,0.238007,0.239083,0.080268,0.057568,0.116544,0.180112,-0.029593,0.020298,0.137804,-0.012960,0.006622,0.002314,0.027463,0.004982,0.015610,0.007753,0.074957,0.001566,0.004835,0.014885,0.034928,0.004813,0.025459,0.001109,0.000000,0.011323,-0.000017,-0.000014,-0.004113,0.000042,-0.001326,0.006854,-0.003527,0.003030,0.002943,-0.002035,0.005996,-0.002213,0.000874,0.007243,0.002909,0.003941,-0.005937,0.000804,-0.000029,-0.000032,-0.000211,-0.000041,-0.000004,-0.000200,-0.000043,-0.000049,0.000011,-0.000195,0.000323,-0.000018,0.000017,0.127813,0.014886,0.387802,0.116636,0.025558,0.631048,0.007408,0.229158,2.166751,0.650755,0.312929,0.232523,0.212441,0.178838,0.173142,0.177978,0.176843,0.173104,0.156235,0.183467,0.144654,0.004992,0.002029,0.019951,0.003868,0.015292,0.009248,0.049695,0.002071,0.004709,0.016266,0.027282,0.003812,0.012936,0.106372,0.010036,0.483529,0.095943,0.025978,0.656352,0.009155,0.216783,1.267555,0.553557,0.372683,0.295514,0.269728,0.217699,0.202854,0.232019,0.216994,0.214236,0.189991,0.245831,0.193174,0.007034,0.002995,0.027683,0.005409,0.020006,0.010409,0.063937,0.002874,0.005710,0.019465,0.039607,0.004738,0.014150,non_scream
0.113546,0.002087,2.852531,0.244007,0.255556,0.890353,0.016821,0.168497,-31.486770,1.442013,0.013002,0.405038,0.214948,0.206978,-0.044467,0.070375,0.064443,-0.012713,-0.010131,0.113949,-0.051823,0.006513,0.001895,0.034456,0.007544,0.012281,0.003185,0.109713,0.001730,0.002328,0.006888,0.057997,0.003195,0.039437,-0.000785,0.000000,0.013080,-0.001362,-0.000169,-0.024479,0.000136,-0.011128,0.009906,0.000019,-0.007829,0.001628,-0.001804,-0.002909,-0.002529,0.002688,0.004754,-0.005203,0.004782,0.002094,0.003125,-0.000107,-0.000131,-0.000559,-0.000057,-0.000384,-0.000266,0.002395,-0.000018,-0.000014,-0.000094,0.001000,0.000020,0.000630,0.075694,0.007027,0.392990,0.065481,0.030368,0.560958,0.012731,0.151425,1.890700,0.800314,0.440672,0.267941,0.204662,0.217018,0.189283,0.198594,0.164458,0.182942,0.159201,0.144153,0.146396,0.010412,0.002113,0.029698,0.008864,0.019289,0.003959,0.087412,0.001777,0.001966,0.009120,0.038754,0.003047,0.020785,0.083889,0.006991,0.531337,0.052617,0.022397,0.604328,0.014026,0.181767,1.554324,0.648785,0.477532,0.297843,0.269030,0.263106,0.183167,0.247304,0.216099,0.234813,0.191575,0.184411,0.196458,0.014446,0.002604,0.042138,0.011127,0.024459,0.005700,0.131625,0.001906,0.002735,0.012149,0.061022,0.003216,0.027572,non_scream
0.089341,0.003703,2.923912,0.235364,0.256791,0.778951,0.009501,0.148417,-34.948519,2.200019,-0.171607,0.115669,0.133200,0.004479,0.108924,0.168110,0.119069,-0.034786,0.031109,0.003093,-0.014296,0.006188,0.004554,0.033977,0.006145,0.012765,0.005441,0.069777,0.004619,0.008192,0.024785,0.041698,0.002786,0.025126,0.001773,-0.000000,-0.026520,0.000773,0.000228,0.012609,0.000121,0.003042,-0.017899,0.027300,0.007116,-0.014186,-0.034965,-0.020976,-0.013396,0.012603,-0.009619,-0.007303,0.001030,0.004558,-0.002444,0.000579,0.000256,0.000415,-0.000337,-0.000070,0.000516,0.000237,0.000143,0.000213,-0.000818,-0.003655,-0.000189,-0.000500,0.036701,0.009955,0.415479,0.056665,0.026925,0.413560,0.007510,0.130293,2.827521,0.559153,0.415279,0.248941,0.183560,0.181882,0.130794,0.181543,0.165621,0.158937,0.167043,0.143119,0.115963,0.007047,0.004090,0.020780,0.004526,0.013109,0.005668,0.033937,0.005676,0.006644,0.019906,0.027717,0.002230,0.008734,0.050547,0.010934,0.511011,0.053898,0.026158,0.488384,0.008767,0.164669,1.631169,0.500807,0.432836,0.308051,0.246692,0.291898,0.197977,0.200402,0.218524,0.220068,0.249085,0.252683,0.163596,0.010254,0.005034,0.031967,0.006221,0.017800,0.008205,0.046655,0.007984,0.008025,0.026507,0.035585,0.003017,0.009351,non_scream
